,company,name,color,type,ratings,people_review,offer_price,real_price,offer_percent
228,Boult,"Audio Truebuds with 30H Battery, IPX7 Waterproof,...",Grey, True Wireless,3.8,47151,1099,7999,86
229,Boult,"Audio Truebuds with 30H Battery, IPX7 Waterproof,...",Red, True Wireless,3.8,47151,1099,7999,86
230,PTron,"Bassbuds Joy TWS with 13mm Drivers, Stereo Calls,...",White, True Wireless,3.7,6379,799,2599,69
231,boAt,Rockerz 255F Pro with ASAP Charge and upto 10 Hour...,Active Black, In the Ear,4.1,412222,999,3499,71
232,Aroma,NB128 Happy 24 Hours Playing Time | Deep Bass| Ma...,Black  Yellow, In the Ear,3.7,84,321,1499,78
233,TECHFIRE,Fire 500v2 Neckband hi-bass Wireless headphone...,Red, In the Ear,3.9,188519,449,3850,88
234,NS,"WORLD Maverix TWS Earbuds, 20H Playtime,IPX5,Bluetoo...",Black, True Wireless,4.2,6,599,3800,84
235,OPPO,Enco M32 / EWN20 Bluetooth Headset,Black, In the Ear,4.3,58311,1799,2999,40
236,Aroma,NB119 Love - 80 Hours Playtime Bluetooth Neckband...,Black, In the Ear,4,7076,599,2999,80
237,Boult,"Audio YCharge with Pro+ Calling Mic, Full Charge ...",Blue, In the Ear,4,20048,699,1999,65
238,U&i,Massive 80Hrs Battery Backup Bluetooth Neckband wit...,Blue, In the Ear,4.5,39,599,2999,80
239,Boult,"Audio ProBass EQCharge with ZEN Mode ENC, 32hrs P...",Black, In the Ear,4,49704,799,4499,82
240,OPPO,Enco M32 / EWN20 Bluetooth Headset,Green, In the Ear,4.3,58311,1799,2999,40
241,Boult,"Audio AirBass Y1 TWS Earbuds, 40H Playtime, Fast ...",Black, True Wireless,4.1,111172,999,5499,81
242,Aroma,NB119 Genius - 60 Hours Playtime Fast Charging Wi...,Black, In the Ear,3.9,16094,431,2999,85
243,Nexbird,B11 Neckband Truly Wireless Bluetooth 5.0 Headp...,Blue, In the Ear,4.4,5,284,1899,85
244,Noise,"Buds VS102 with 50 Hrs Playtime, 11mm Driver, IPX...",Midnight Blue, True Wireless,4.1,252983,1299,2999,56
245,Boult,"Audio Gearpods with 32H Playtime, Fast Charging, ...",White, True Wireless,3.7,147072,899,5999,85
246,Mivi,Duopods F30 with 42 hours battery Fast Charging TW...,Black, True Wireless,3.9,184082,899,2999,70
247,Mivi,DuoPods F40 with 50 Hrs Playtime I13mm Drivers|Mad...,Black, True Wireless,3.8,109649,899,2999,70
248,boAt,Airdopes 131 with upto 60 Hours and ASAP Charge Bl...,Cherry Blossom, True Wireless,4,1345614,899,2990,69
249,Boult,"Audio Z40 with Zen ENC Mic, 60H Battery Life, Low...",Blue, In the Ear,4.2,14276,1299,4999,74
250,snowbudy,"Bluetooth Earbuds with High Bass, Full Touch, ...",Black BOX BATTERY BACKUP 48 HR, True Wireless,3.7,22,599,3399,82
251,Aroma,NB119C Carter 48 Hours Playing Time Fast Charging...,Yellow, In the Ear,4,66986,395,2299,82
252,boAt,Rockerz 235v2/238 with ASAP Charge and upto 8 Hour...,Charcoal Black, In the Ear,4.2,1644667,1199,2990,59
253,Mivi,"DuoPods K5 TWS Earbuds Metallic Finish, HD calling...",Raven Black, True Wireless,4.2,308,1399,3999,65
254,Mivi,"Collar D25 Earphones with fast charge, 24Hours pla...",Red, In the Ear,4,30198,699,2999,76
255,TECHFIRE,F-700 40 Hours Playtime Bluetooth Wireless Nec...,Gold, In the Ear,3.8,760,499,3850,87
256,boAt,Rockerz 333 Pro with 60 Hours Battery Bluetooth He...,Navy Blue, In the Ear,4.2,42691,1799,2990,39
257,Boult,"Audio YCharge with Pro+ Calling Mic, Full Charge ...",Black, In the Ear,4,20048,699,1999,65
258,Aroma,"NB119 Unity 100 Hours Playtime ENC, EQ modes, Fas...",Black, In the Ear,3.6,1461,454,3299,86
259,TECHFIRE,T20 60 Hours Playing Time Fast Charging Blueto...,Black, In the Ear,3.8,1107,399,3850,89
260,Dozokil,M10 TWS Bluetooth Earbuds Wireless Earbuds (Bla...,Black, True Wireless,3.8,149,495,2099,76
261,boAt,Rockerz 235 Pro with upto 20 Hours Playback & ASAP...,Ash Grey, In the Ear,4.2,124994,899,2490,63
262,DigiClues,Classic N21 TWS LED With Flashlight 40H Playt...,Black, True Wireless,3.9,152,899,7999,88
263,LONGWINGS,Deep Bass Bluetooth 5.2 Light Weight with Wir...,White, True Wireless,3.8,52,499,2999,83
264,Lichen,B11 Neckband Bluetooth Headset Earphone Sports R...,Blue, In the Ear,3.8,47151,288,1599,81
265,Boult,"Audio Truebuds with 30H Battery, IPX7 Waterproof,...",Grey, True Wireless,4.1,1999,1099,7999,86
266,Mivi,"Commando X9 Earbuds, Dual RGB Lights, 35ms Low Lat...",Black, True Wireless,3.7,338,1499,2999,50
267,snowbudy,X2 Pro Wireless Earbuds with Support Upto 6-8h...,Black, True Wireless,3.7,367,499,1799,72
268,ULTADOR,"Audio Bass Blast YCharge with Fast Charging , P...",Green, In the Ear,4,405147,475,1999,76
269,Boult,"Audio Curve with BoomX Rich Bass, Flexi-band, Mag...",Blue  Black  Grey, In the Ear,4.1,11076,699,3499,80
270,Aroma,NB119 Platinum - 48 Hours Playtime Bluetooth Neck...,Black, In the Ear,4,30198,499,2499,80
271,Mivi,"Collar D25 Earphones with fast charge, 24Hours pla...",Blue, In the Ear,3.9,20871,699,2999,76
272,Aroma,NB119 Jersey - 48 Hours Playtime Fast Charging Wi...,Red, In the Ear,4.1,17364,399,2499,84
273,KRAZZY,INDIA B11 BLUE Bluetooth without Mic Headset,Blue  Black, In the Ear,3.7,1097,279,599,53
274,Digiwins,B235 Neckband With ASAP Fast Charging Stereo S...,Black, In the Ear,5,14,449,2999,85
275,Mivi,"Collar D25 Earphones with fast charge, 24Hours pla...",Blue, In the Ear,4,30198,699,2999,76
276,Boult,"Audio YCharge with Pro+ Calling Mic, Full Charge ...",Blue, In the Ear,4,20048,699,1999,65
277,TimbreSonic,Bounce Plus in-Ear Wireless Bluetooth Smart...,Grey, True Wireless,3.9,127,494,1999,75
278,truke,"Yoga Mystic with 50H Playtime, Fast Charge, ENC, ...",Black, In the Ear,3.8,2073,799,2999,73
279,Aroma,NB120 Last 36 Hours Playtime Bluetooth Neckband E...,Blue, In the Ear,3.8,598,347,1499,76
280,Boult,"Audio AirBass Y1 TWS Earbuds, 40H Playtime, Fast ...",Black, True Wireless,4.1,111172,999,5499,81
281,Noise,"Nerve Neckband with 25 Hours of Playtime, 10mm Dr...",Stone Blue, In the Ear,3.9,70950,799,2499,68
282,GENTLEMOB,M19 Gaming Earbuds Bluetooth 5.0 wireless Pro...,Black, True Wireless,5,3,589,1999,70
283,Noise,"Air Buds Mini with 15 Hours Playtime, Tru Bass Te...",Pale Blue, True Wireless,3.9,216863,1199,2999,60
284,Boult,"Audio Gearpods with 32H Playtime, Fast Charging, ...",White, True Wireless,3.7,147072,899,5999,85
285,Mivi,DuoPods F60 ENC with 50+ Hrs Playtime| Made in Ind...,Blue, True Wireless,3.8,70531,999,2999,66
286,ENTROK,M19 TWS Bluetooth 5.1 Wireless Earbuds With 2000...,Black, True Wireless,3.7,264,589,1999,70
287,OPPO,Enco Buds 2 with 28 Hours Playback and AI Deep Noi...,Lime Green, True Wireless,4.2,81506,1799,3999,55
288,Boult,"Audio Z40 with Zen ENC Mic, 60H Battery Life, Low...",Blue, In the Ear,4.2,14276,1299,4999,74
289,truke,"Buds Q1 with 30H Playtime, Quad Mic ENC, Game Mod...",Black, True Wireless,4,69158,999,3499,71
290,U&i,Burn Series Single Ear Business Headset Bluetooth H...,Silver, In the Ear,3.9,3975,449,1699,73
291,Ucool,Nexa 100 Hours Playtime Bluetooth Wireless Neckba...,Black  Teal Green, In the Ear,4,9849,699,2999,76
292,Boult,"Audio YCharge with Pro+ Calling Mic, Full Charge ...",Black, In the Ear,4,20048,699,1999,65
293,Aroma,NB119C Carter 48 Hours Playing Time Fast Charging...,Blue, In the Ear,4,66986,395,2299,82
294,Noise,"Nerve Neckband with 25 Hours of Playtime, 10mm Dr...",Mist Grey, In the Ear,3.9,70950,799,2499,68
295,boAt,"Rockerz 260 with Beast Mode, ENx Tech and ASAP Cha...",Electric Purple, In the Ear,4.2,41194,1299,2499,48
296,boAt,Rockerz 235 Pro with upto 20 Hours Playback & ASAP...,Ash Grey, In the Ear,4.2,124994,899,2490,63
297,U&i,Titanic Series - Low Price Bluetooth Neckband Bluet...,Black, In the Ear,4,172454,404,1999,79
